EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,EVENT START DATE,COMMENTS,FATALITIES,INJURED / INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY - PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Moncton NB,1/17/2000 0:00,"Maritime Provinces, January 17-22, 2000.  An intense storm hit the maritimes for 6 days. Up to 70 centimetres of snow fell in some areas and temperatures plummeted to Â–40 degrees Centigrade with the wind chill.  Flooding caused extensive damage to private property and public infrastructure in Newfoundland, New Brunswick, and P.E.I. Wind gusts hit 120 kilometres per hour.  Cape Breton, Shediac, New Brunswick and P.E.I were hit especially hard by the storm, as well as areas along the Gulf of St. Laurence and the Northumberland Strait in New Brunswick.",0,0,216,6621462,416444.2,1/22/2000 0:00,3059340,2773532,301806,486784,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Charlottetown PE,1/17/2000 0:00,"Maritime Provinces, January 17-22, 2000.  An intense storm hit the maritimes for 6 days. Up to 70 centimetres of snow fell in some areas and temperatures plummeted to Â–40 degrees Centigrade with the wind chill.  Flooding caused extensive damage to private property and public infrastructure in Newfoundland, New Brunswick, and P.E.I. Wind gusts hit 120 kilometres per hour.  Cape Breton, Shediac, New Brunswick and P.E.I were hit especially hard by the storm, as well as areas along the Gulf of St. Laurence and the Northumberland Strait in New Brunswick.",0,0,216,6621462,416444.2,1/22/2000 0:00,3059340,2773532,301806,486784,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Toronto ON,4/20/2000 0:00,"Southern Ontario, April 20-21, 2000.  The Windsor area registered 95 mm of rain in a 24-hour period and the storm dumped almost 70 mm of rain on the London area, Sarnia got 50 mm, while 40 mm fell on the Toronto area.  Sewers were backed up and roads washed out, and many short power outages occurred.  One child suffered injuries in Toronto due to violent winds, which gusted up to 80 km/h.",0,1,0,0,0,4/21/2000 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Ottawa ON,4/20/2000 0:00,"Southern Ontario, April 20-21, 2000.  The Windsor area registered 95 mm of rain in a 24-hour period and the storm dumped almost 70 mm of rain on the London area, Sarnia got 50 mm, while 40 mm fell on the Toronto area.  Sewers were backed up and roads washed out, and many short power outages occurred.  One child suffered injuries in Toronto due to violent winds, which gusted up to 80 km/h.",0,1,0,0,0,4/21/2000 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,7/7/2000 0:00,"Southern Manitoba, July 7-14, 2000.   Heavy rains occurred throughout July causing major problems in some areas.  On July 7, between 80 -100 millimetres of rain fell in a four hour time-frame, washing out roads and flattening crops.  Winds reached almost 125 km/h, and lightning strikes reached up to 1,000 hits an hour.  The prolonged rainfall resulted in saturated soil, and overland flooding across the province with reports of flooded basements, blocked drainage systems, and backed-up sewers.",0,0,0,2917561,183494.4,7/14/2000 0:00,885581,2031980,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,2/10/2001 0:00,"Quebec, February 10, 2001. Freezing rain, heavy snow and wind caused road accidents and homelessness. Six died in weather-related motor vehicle accidents.",6,11,30,0,0,2/10/2001 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Quebec City QC,2/10/2001 0:00,"Quebec, February 10, 2001. Freezing rain, heavy snow and wind caused road accidents and homelessness. Six died in weather-related motor vehicle accidents.",6,11,30,0,0,2/10/2001 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,4/1/2001 0:00,"Southern Manitoba, April 2001.  Southern Manitoba suffered significant losses during spring flooding.  Highway infrastructures, businesses and private and public properties were extensively damaged.",,,,16710626,1025191.8,4/1/2001 0:00,7045162,3107992,768943,5788529,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Vancouver BC,5/20/2002 0:00,"British Columbia, May 2002.  High snow-pack levels, rapid melting and heavy rainfall caused severe runoff and flooding in areas of B.C. except Vancouver Island and the Central Coast. The spring freshet caused significant damage to private properties, public transportation corridors, and recreation facilities.",,,,0,0,5/20/2002 0:00,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,6/11/2002 0:00,"Southern AB, June 11, 2002.  Approximately 280 mm of rain fell on the area within a few days.  The heavy rain and the unusually late spring runoff caused mudslides and forced sewage into river systems, and power lines were damaged in Waterton Lake National Park.  A local state of emergency was declared for the areas of: Pincher Creek, County of Warner, Village of Sterling, Village of Warner, Village of Foremost, and the Town of Coaldale.  Two hundred residents from the Blood First Nation and 150 residents from the Peigan First Nation were evacuated.",0,0,350,16054182,963250.9,6/11/2002 0:00,8834091,7220091,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Charlottetown PE,3/31/2003 0:00,"Prince Edward Island, March 31, 2003.  Both freezing rain and heavy snowfall destroyed power lines in the province. Power losses were experienced in western PEI. The province also experienced flooding as a result of heavy rainfall that contributed to the spring runoff. See Nova Scotia and Newfoundland entries for more information on this event.",0,,,1869114,109092.3,3/31/2003 0:00,1869114,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Winnipeg MB,4/1/2003 0:00,"Manitoba, April to October 2003. The province of Manitoba experienced 1,148 wildfires during the 2003 season. While the fires actually began at the end of March,  damages began to affect communities in April. The Thompson area was particularly affected. A lightening strike near Thompson began a forest fire that was sustained through hot and dry weather. Approximately 900 people were evacuated, many from aboriginal comunities including: 250 people from Red Sucker Lake First Nation and 92 people from God's River First Nation were evacuated due to fires that began in July. In August, approximately 155 people were evacuated from Shamattawa while 250 were evacuated from Split Lake. ",0,,665,5286253,308536.2,10/31/2003 0:00,5286253,,,,,,,0,0
Incident,Technology,Infrastructure failure,Energy,Toronto ON,8/14/2003 0:00,"Ontario, Midwest and Northeast USA, August 14, 2003. Approximately 50 million (over 9 million in Ontario) people were affected by a blackout, some experiencing power outages for over 48 hours. A combination of employee, equipment, and monitoring failures ultimately led to the blackout. The initial triggering power outage was prompted by contact between sagging transmission lines and untrimmed trees in Ohio.",,,,,,8/14/2003 0:00,,,,,,,,0,0
Incident,Technology,Infrastructure failure,Energy,Ottawa ON,8/14/2003 0:00,"Ontario, Midwest and Northeast USA, August 14, 2003. Approximately 50 million (over 9 million in Ontario) people were affected by a blackout, some experiencing power outages for over 48 hours. A combination of employee, equipment, and monitoring failures ultimately led to the blackout. The initial triggering power outage was prompted by contact between sagging transmission lines and untrimmed trees in Ohio.",,,,,,8/14/2003 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Halifax NS,2/18/2004 0:00,"Nova Scotia, February 18-20, 2004. A snowstorm known as ""White Juan"" hit the Maritimes resulting in record-breaking snowfall. On February 19, Halifax surpassed and almost doubled its previous snowfall record when the city received 88.5 cm. A four-day state of emergency was in place as well as a nine-hour curfew for three nights (except for essential workers). Thousands were left without power.",0,0,,3687690,211328.9,2/20/2004 0:00,3687690,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St John's NL,3/30/2005 0:00,"Newfoundland, March 30-31, 2005. Heavy snow affected most of Newfoundland (excluding Labrador) while the Avalon and Burin peninsulas experienced rain. Gander saw 62 cm of snow and Grand Falls-Windsor was hit by 60 cm in one day. The Burin community of Salt Pond was plagued by over 150 mm of rain, St.Lawrence by over 80 mm, and St.John's saw 60 mm of rain. Bonavista Bay and Hare Bay were also affected.",0,,0,388288,21773.2,3/31/2005 0:00,388288,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,6/2/2005 0:00,"Manitoba, June 2, 2005. Manitoba received between 100-175 mm of rain resulting in severe flooding.  Regional municipalities of Daly, Sifton, Blanshard, Strathclair and Woodworth as well as the towns of Oak Lake and Rivers encountered major problems of seepage and basement flooding, damage to municipal roads and overland flooding of agricultural lands.  Forty-four provincial highways and over 100 municipal roads were damaged.  Approximately, 380 homes and 19 families (approximately 1,197 individuals) were forced out of their homes due to the flooding.  Thirteen municipalities declared a local state of emergency and more than 100 requested disaster financial assistance. The cost of the flood was estimated at more than $350 million including crop damage.",0,,1197,37032721,2076601.2,6/2/2005 0:00,37032721,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal QC,8/31/2005 0:00,"Quebec, August 31, 2005.  The aftermath of Hurricane Katrina was felt in Quebec where heavy rain hit the Basse-Côte-Nord region. The region received 80 to 100 mm of rain. Over flown rivers and washed out culverts were seen in the towns of Vanier and Charlesbourg. These events led to flooding. August 31 was the wettest day that month for the Montreal's Pierre Elliott Trudeau Airport as well as the wettest August day for Quebec City.",,,,9567567,536499.1,8/31/2005 0:00,9567567,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec City QC,8/31/2005 0:00,"Quebec, August 31, 2005.  The aftermath of Hurricane Katrina was felt in Quebec where heavy rain hit the Basse-Côte-Nord region. The region received 80 to 100 mm of rain. Over flown rivers and washed out culverts were seen in the towns of Vanier and Charlesbourg. These events led to flooding. August 31 was the wettest day that month for the Montreal's Pierre Elliott Trudeau Airport as well as the wettest August day for Quebec City.",,,,9567567,536499.1,8/31/2005 0:00,9567567,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Charlottetown PE,1/28/2008 0:00,"Prince Edward Island, January 28, 2008. An ice storm that brought snow, freezing rain and heavy rain knocked out power to over 20,000 customers (approximately 60,000 individuals) in Prince Edward Island. Snow followed by heavy rain created layers of ice that downed trees and power lines. Mostly central and western parts of the provinces were affected, with Prince County being hit the hardest by the power outages. The power outages lasted over a week and the province received help from New Brunswick Hydro workers. Heavy rain also caused flooding in parts of Cape Breton.",0,0,0,0,0,1/28/2008 0:00,,,,,,,,60000,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Moncton NB,3/21/2008 0:00,"New Brunswick, March 21, 2008. Freezing rain and ice downed trees and power lines in New Brunswick leaving some 6000 residents without electricity.",0,0,0,0,0,3/21/2008 0:00,,,,,,,,6000,0
Disaster,Natural,Meteorological - Hydrological,Flood,Moncton NB,4/24/1979 0:00,"New Brunswick, April 24 - May 7, 1979. Rainfall and heavy snowmelt caused extreme flood conditions in most parts of the province; record-breaking discharge was seen at some hydrometric stations. Several major highways were closed, and many residents evacuated when their homes were inundated by flood waters.",0,0,0,3227650,484147.5,5/7/1979 0:00,1545488,1682162,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Charlottetown PE,3/31/2003 0:00,"Prince Edward Island, March 31, 2003.  The province was subjected to a severe rainstorm causing flooding and resulting in damage to both private and public property.",0,0,0,2381905,139021.7,3/31/2003 0:00,1869114,512791,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Lethbridge AB,8/1/2009 0:00,"Southern Alberta, August 1-3, 2009. A cold front swept through southern Alberta on August 1, bringing with it strong wind gusts of up to 100 km/h. The powerful winds brought down a stage at the Big Valley Jamboree in Camrose killing one individual and injuring 75 others. Calgary received wind gusts of up to 78 km/h. The strong winds killed a small child and injured two others when debris from a construction site struck the individuals. On August 2 and 3, a powerful storm developed increasing the severity of the strong winds with wind gusts of up to 107 km/h, along with large hail and heavy rain. The power winds downed trees and power lines, knocking out power to an unknown number of people. In some parts of Alberta, hail was measured at 10 cm deep, with some hail the size of baseballs. Hail caused extensive damages to homes and vehicles.",2,77,0,0,0,8/3/2009 0:00,,,,,,,,10000,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Moncton NB,10/25/2009 0:00,"Nova Scotia and New Brunswick, October 25-28, 2009. A storm pushed through New Brunswick during the last week of October. Hydro utilities reported more than 6,000 customers without electricity in New Brunswick and about 2,000 in Nova Scotia before power was restored. Some Moncton residents faced sewer backups after high winds caused leaves to fall, blocking catch basins. Several streets and homes flooded after 116 mm of rain fell in St. Johns. Firefighters responded to more than 30 calls for flooded basements filled with more than a metre of sewer water. October rainfall in Saint John amounted to 245.4 mm, which was just 2 mm less than the record set in 1977.",0,0,0,0,0,10/28/2009 0:00,,,,,,,,24000,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Halifax NS,10/25/2009 0:00,"Nova Scotia and New Brunswick, October 25-28, 2009. A storm pushed through New Brunswick during the last week of October. Hydro utilities reported more than 6,000 customers without electricity in New Brunswick and about 2,000 in Nova Scotia before power was restored. Some Moncton residents faced sewer backups after high winds caused leaves to fall, blocking catch basins. Several streets and homes flooded after 116 mm of rain fell in St. Johns. Firefighters responded to more than 30 calls for flooded basements filled with more than a metre of sewer water. October rainfall in Saint John amounted to 245.4 mm, which was just 2 mm less than the record set in 1977.",0,0,0,0,0,10/28/2009 0:00,,,,,,,,24000,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,St John's NL,8/1/2007 0:00,"Newfoundland, August 1, 2007. Post-Tropic storm Chantel tracked over through the Maritimes reaching Newfoundland’s Avalon Peninsula on August 1. Chanel dumped up to 200 mm of rain and produced wind gusts of up to 111 km/h in the region. The intense rainfall broke records. St. John’s West and Mount Pearl reported the heaviest one-hour rainfall, which included 43 mm and 49 mm respectively. Ten communities in Newfoundland were isolated due to flooding and declared a state of emergency. Numerous roads and bridges were washed out because of the torrential rain.",0,0,0,0,0,8/1/2007 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS,11/4/2007 0:00,"New Brunswick and Nova Scotia, November 4, 2007. Wind gusts of up to 135 km/h from post-tropical storm Noel lashed the Maritimes, knocking out power to an estimated 190,000 homes and businesses across the region, while pounding surf and heavy rain washed out roads in some coastal areas.",0,0,0,0,0,11/4/2007 0:00,,,,,,,,190000,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Moncton NB,11/4/2007 0:00,"New Brunswick and Nova Scotia, November 4, 2007. Wind gusts of up to 135 km/h from post-tropical storm Noel lashed the Maritimes, knocking out power to an estimated 190,000 homes and businesses across the region, while pounding surf and heavy rain washed out roads in some coastal areas.",0,0,0,0,0,11/4/2007 0:00,,,,,,,,190000,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Halifax NS,9/28/2008 0:00,"Maritime Provinces, September 28, 2008. Tropical storm Kyle, made landfall with Atlantic Canada between the Yarmouth and Digby counties in western Nova Scotia at 21:30 ADT on September 28. Kyle covered more than 1000 kilometres as it moved north-northeast from the United States before reaching Canada as a Category 1 storm with wind gusts of 120 km/h. The storm brought heavy rain to New Brunswick and Quebec, with parts of New Brunswick receiving up to 72 mm of rain. Power outages were reported in all three Maritime provinces. Nova Scotia had over 40,000 customers (approximately 120,000 individuals) lost power. The storm also produced an estimated storm surge of 80 cm.",0,0,0,0,0,9/28/2008 0:00,,,,,,,,120000,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Moncton NB,9/28/2008 0:00,"Maritime Provinces, September 28, 2008. Tropical storm Kyle, made landfall with Atlantic Canada between the Yarmouth and Digby counties in western Nova Scotia at 21:30 ADT on September 28. Kyle covered more than 1000 kilometres as it moved north-northeast from the United States before reaching Canada as a Category 1 storm with wind gusts of 120 km/h. The storm brought heavy rain to New Brunswick and Quebec, with parts of New Brunswick receiving up to 72 mm of rain. Power outages were reported in all three Maritime provinces. Nova Scotia had over 40,000 customers (approximately 120,000 individuals) lost power. The storm also produced an estimated storm surge of 80 cm.",0,0,0,0,0,9/28/2008 0:00,,,,,,,,120000,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Charlottetown PE,9/28/2008 0:00,"Maritime Provinces, September 28, 2008. Tropical storm Kyle, made landfall with Atlantic Canada between the Yarmouth and Digby counties in western Nova Scotia at 21:30 ADT on September 28. Kyle covered more than 1000 kilometres as it moved north-northeast from the United States before reaching Canada as a Category 1 storm with wind gusts of 120 km/h. The storm brought heavy rain to New Brunswick and Quebec, with parts of New Brunswick receiving up to 72 mm of rain. Power outages were reported in all three Maritime provinces. Nova Scotia had over 40,000 customers (approximately 120,000 individuals) lost power. The storm also produced an estimated storm surge of 80 cm.",0,0,0,0,0,9/28/2008 0:00,,,,,,,,120000,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Saskatoon SK,6/29/2010 0:00,"Saskatchewan, June 29 to July 2, 2010. Saskatoon was struck by severe weather on June 29. The following day numerous municipalities from Prince Albert to Davidson were affected by heavy rain. On July 1, the storm moved south while another system moved in from the north. On July 2, an F3 tornado touched down at approximately 17:30 CST in Kawacatoose First Nation, near the town of Raymond. The tornado produced wind speeds of up to 330 km/h and left a path of destruction that was 500 metres wide and 45 kilometres in length. The tornado destroyed 18 homes in the small First Nations community. There were no fatalities or reported injuries, although 85 people were left homeless in the wake of the tornado.",0,0,85,13239000,681836.9,7/2/2010 0:00,12881000,,,,358000,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Regina SK,6/29/2010 0:00,"Saskatchewan, June 29 to July 2, 2010. Saskatoon was struck by severe weather on June 29. The following day numerous municipalities from Prince Albert to Davidson were affected by heavy rain. On July 1, the storm moved south while another system moved in from the north. On July 2, an F3 tornado touched down at approximately 17:30 CST in Kawacatoose First Nation, near the town of Raymond. The tornado produced wind speeds of up to 330 km/h and left a path of destruction that was 500 metres wide and 45 kilometres in length. The tornado destroyed 18 homes in the small First Nations community. There were no fatalities or reported injuries, although 85 people were left homeless in the wake of the tornado.",0,0,85,13239000,681836.9,7/2/2010 0:00,12881000,,,,358000,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Halifax NS,12/13/2010 0:00,"New Brunswick and Nova Scotia, December 13, 2010.  New Brunswick and Nova Scotia experienced heavy rainfall resulting in extensive flooding. A layer of ice and snow underground prevented rain from being absorbed, which led to significant flooding. In New Brunswick and Nova Scotia, flooding caused damages to homes and roads as well as power outages that affected approximately 80,000 residents (240,000 individuals) in Nova Scotia. In New Brunswick, St. Stephan received up to 166.4 mm of rain, while Fedricton received 101.7 mm of rain. Over 120 roads were closed in New Brunswick and up to 60 homes were destroyed. In addition, approximately 44 residents (132 individuals) from St. George and Nashwaak Valley were displaced from their homes. Both provinces provided provincial aid to victims.",0,0,132,5000000,257510.7,12/13/2010 0:00,5000000,,,,,,,240000,0
Disaster,Natural,Meteorological - Hydrological,Flood,Moncton NB,12/13/2010 0:00,"New Brunswick and Nova Scotia, December 13, 2010.  New Brunswick and Nova Scotia experienced heavy rainfall resulting in extensive flooding. A layer of ice and snow underground prevented rain from being absorbed, which led to significant flooding. In New Brunswick and Nova Scotia, flooding caused damages to homes and roads as well as power outages that affected approximately 80,000 residents (240,000 individuals) in Nova Scotia. In New Brunswick, St. Stephan received up to 166.4 mm of rain, while Fedricton received 101.7 mm of rain. Over 120 roads were closed in New Brunswick and up to 60 homes were destroyed. In addition, approximately 44 residents (132 individuals) from St. George and Nashwaak Valley were displaced from their homes. Both provinces provided provincial aid to victims.",0,0,132,5000000,257510.7,12/13/2010 0:00,5000000,,,,,,,240000,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,6/1/2001 0:00,"Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.",0,0,0,0,0,10/1/2002 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,6/1/2001 0:00,"Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.",0,0,0,0,0,10/1/2002 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,St John's NL,9/21/2010 0:00,"Newfoundland and Labrador, September 21, 2010. Hurricane Igor hit Newfoundland and Labrador at 12:30 NDT, causing extensive damages. At the height of the hurricane, wind speeds in some areas were in excess of 170 km/h with rainfall reaching nearly 240 mm in some parts of the province. Approximately 150 communities were isolated due to washouts and road closures, and 30 communities had declared states of emergency. Over 30,000 calls were made to the Emergency Operations Centre and over 100 families (300 individuals) were displaced. An 80-year-old man died when he was swept into the ocean during the storm.  The Canadian Forces deployed 1000 troops to assist in the wake of the disaster. Canada Revenue Agency also provided tax relief measures to taxpayers affected by Hurricane Igor in Newfoundland and Labrador.",1,0,300,85507690,4403829.5,9/21/2010 0:00,85507690,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Vancouver BC,7/28/2010 0:00,"British Columbia, July 28 to September 8, 2010.  Due to little precipitation and lightning strikes, from July 28 to July 31, the number of fires in British Columbia went from 600 to 1,100.  On August 18, strong winds blew through the interior causing substantial growth of the fires. Throughout the wildfire season, approximately 461 homes (1,383 individuals) were ordered to evacuate the region and hundreds of other homes were put on evacuation alert. The hardest hit areas were Chilcotin, Houston, Williams Lake, Burns Lake and Fraser Lake. All evacuation orders and alerts were removed by the first week of September.  Approximately 330,000 hectares burned due to 1,673 fires.  Over 1,400 personnel from out-of-province assisted with fighting the fires.  Two air tanker pilots died in a plane crash while fighting the fires.  Both the city of Vancouver and the Government of Alberta issued air quality warnings due to smoke caused by the fires.",2,0,1383,257339000,13253510.7,9/8/2010 0:00,37339000,,220000000,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal QC,1/9/2008 0:00,"Quebec, January 9, 2008. A vigorous cold front brought very strong winds that caused power outages in several regions of Quebec. A total of 83,000 Hydro-Quebec customers (249,000 Individuals) across the province were left without electricity.",0,0,0,0,0,1/9/2008 0:00,,,,,,,,249000,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Quebec City QC,1/9/2008 0:00,"Quebec, January 9, 2008. A vigorous cold front brought very strong winds that caused power outages in several regions of Quebec. A total of 83,000 Hydro-Quebec customers (249,000 Individuals) across the province were left without electricity.",0,0,0,0,0,1/9/2008 0:00,,,,,,,,249000,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,6/6/1995 0:00,"Southern Alberta, June 6-9, 1995. Heavy rain and snowmelt led to flooding. The most extensive damage occurred from the Oldman and South Saskatchewan Rivers from Crownest Pass to Pincher Creek, Lethbridge and Medicine Hat. This includes the southern areas of High River. Roads, property, riverbanks, trails, agricultural land and over 20 bridges were damaged. More than 215 homes had flooded basements and some experienced short power outages.",0,0,0,154623306,10590637.4,6/9/1995 0:00,34061897,9324782,12672842,76670115,,21893670,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,6/6/2005 0:00,"Southern Alberta, June 6-8, 2005. Heavy rainfall and high water levels across southern Alberta caused massive flooding in several waterways.  Multiple municipalities across the region issued a state of emergency. Severe flooding caused the evacuation of 2000 people in Calgary, 1,300 in Sundre, 3,200 in Drumheller, 200 in High River, 70 in Foothills, 58 in Okotoks and 200 in Red Deer County.  Officials reported that the 200-year flood event resulted in significant damages to approximately 40,000 homes.",2,,7028,129049397,7236414.8,6/8/2005 0:00,129049397,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Calgary AB,3/1/2009 0:00,"Saskatchewan and Alberta, March 1 to July 1, 2009.  The Canadian Wheat Board projected lower crop prospects by 20 per cent across the Prairies. A dozen counties and municipal districts in Alberta declared a state of drought emergency or disaster. For example, Saskatoon had less than one-quarter of the usual amount of spring precipitation, making the months of March, April and May the driest since record-keeping began in 1892. It wasn't just spring that was dry. The soil moisture recharge period between September 1, 2008 and March 31, 2009 had less than 60 per cent of normal precipitation. To the west, in Alberta, conditions were even drier, as illustrated by precipitation amounts in Edmonton, where the 12- month total rain and snow from July 2008 to June 2009 was only 234 mm, less than half of normal and the driest such period with records dating back to 1880. Making matters worse, eight of the last ten years in Alberta's capital of Edmonton had less rain and snow than the 30-year average total, but no year was as scanty as the most recent. Not surprisingly, the flow of the North Saskatchewan River was at its third lowest level in nearly a century.",0,0,0,0,0,7/1/2009 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Edmonton AB,3/1/2009 0:00,"Saskatchewan and Alberta, March 1 to July 1, 2009.  The Canadian Wheat Board projected lower crop prospects by 20 per cent across the Prairies. A dozen counties and municipal districts in Alberta declared a state of drought emergency or disaster. For example, Saskatoon had less than one-quarter of the usual amount of spring precipitation, making the months of March, April and May the driest since record-keeping began in 1892. It wasn't just spring that was dry. The soil moisture recharge period between September 1, 2008 and March 31, 2009 had less than 60 per cent of normal precipitation. To the west, in Alberta, conditions were even drier, as illustrated by precipitation amounts in Edmonton, where the 12- month total rain and snow from July 2008 to June 2009 was only 234 mm, less than half of normal and the driest such period with records dating back to 1880. Making matters worse, eight of the last ten years in Alberta's capital of Edmonton had less rain and snow than the 30-year average total, but no year was as scanty as the most recent. Not surprisingly, the flow of the North Saskatchewan River was at its third lowest level in nearly a century.",0,0,0,0,0,7/1/2009 0:00,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatoon SK,3/1/2009 0:00,"Saskatchewan and Alberta, March 1 to July 1, 2009.  The Canadian Wheat Board projected lower crop prospects by 20 per cent across the Prairies. A dozen counties and municipal districts in Alberta declared a state of drought emergency or disaster. For example, Saskatoon had less than one-quarter of the usual amount of spring precipitation, making the months of March, April and May the driest since record-keeping began in 1892. It wasn't just spring that was dry. The soil moisture recharge period between September 1, 2008 and March 31, 2009 had less than 60 per cent of normal precipitation. To the west, in Alberta, conditions were even drier, as illustrated by precipitation amounts in Edmonton, where the 12- month total rain and snow from July 2008 to June 2009 was only 234 mm, less than half of normal and the driest such period with records dating back to 1880. Making matters worse, eight of the last ten years in Alberta's capital of Edmonton had less rain and snow than the 30-year average total, but no year was as scanty as the most recent. Not surprisingly, the flow of the North Saskatchewan River was at its third lowest level in nearly a century.",0,0,0,0,0,7/1/2009 0:00,,,,,,,,0,0
